message,label,token,category
купил яблочко по хорошей цене? ну на отчёте думаю яблочком  вниз покатишься.)),FALSE,очко,другое
ну может и баба,FALSE,баба,сексизм
вы зачем здесь пишете? вы баба не покупали и не продавали. мимо плиз,FALSE,баба,сексизм
маск уже ответил - это не тесла,FALSE,тесла,компании
видать для тебя во всем мире на тиньке один едиственный брокер)))),FALSE,тиньк,компании
"вылезай уже из тинька, пока тебе не поменяли на перекупленные бездивовые акции яндекса, которые все сразу продадут и ...",FALSE,яндекс,компании
"это да , щас подзабудут про амазон и как алибаба вырвется!",FALSE,баба,сексизм
"да много чего. я теперь лонгую только те акции, в которых в случае чего нестрашно зависнуть. баба к ним не относится",FALSE,баба,сексизм
что думаешь по баба и техам?,FALSE,баба,сексизм
ну не надо так шутить. я блин за здоровьем жены во время заболевания ковидом так не следил и не переживал как за здоровьем трампа,FALSE,трамп,политика
"а где учёт курсовой разницы и соответствующих факторов, типа отравления навального?",FALSE,навальн,политика
трамп отказался от переговоров с демократами по стимулированию экономики.,FALSE,трамп,политика
"такие непредсказуемые скачки обычно в начале сессии. поэтому даже тинькофф пишет, что  не рекомендовано в начале и в конце сессий пользоваться стоп лоссами",FALSE,тиньк,компании
аналогично и в терминале и в приложении. тех поддержка не отвечает. жду акции тиньки на 1800... неприятный сюрприз утром.,FALSE,тиньк,компании
откройте счет во франках в тинькофф банке и храните там. а тут за курсами следите),FALSE,тиньк,компании
"? привет, теслатрон для меня стал хорошим уроком ? стал терпелив, уже приучил себя неделю , не дёргаясь, на попе ровно сидеть , потихоньку отыгрываю назад в +",FALSE,тесла,компании
"не конкурент, тинькофф следует за nasdaq, а здесь просто крупные техи америки",FALSE,тиньк,компании
"это оч угарная ситуация. ктстаи, теперь тут коплю на тайланд или мексику, зависит как тесла подрастёт ??",FALSE,тесла,компании
"баба говорит, что стоит",FALSE,баба,сексизм
там уже дорого будет ее покупать но с баба согласен я тоже купил правда одну на сбербанке,FALSE,баба,сексизм
это то что бабахнуло по вашему депо и оно ушло в минус,FALSE,баба,сексизм
на автарке гомокку?,FALSE,гомо,сексизм
"тоже поставлю себе 14 лямов в статус, мне хотя бы поверят, я же не баба, которая к тому же не знает откуда у нее эти деньги",FALSE,баба,сексизм
"баба уже вся в плохих новостях погрязла, могут, конечно, еще подкинуть, но шансов меньше, чем у тех, кто уже давно на хаях)",FALSE,баба,сексизм
пока ты пел нубы по 6-8 тыщ в рэ за день заработали от этой акции))  песня хорошая. но завтра уже никто не клюнет (()))))),FALSE,пес,другое
"боюсь спросить, милая девушка, кто такие очкошники?",FALSE,очко,другое
забаньте этого дурачка,TRUE,забан,другое
да да да а ещё сосед соседа у моего друга друг и прочие херня камон серьезно это акции какой к черту ????технический анализ,TRUE,черт,другое
"забанить этого школьника надо на постоянно, а то не понимает, постоянно рекламирует свой канал.",FALSE,забан,другое
черта лысого 76 мы увидим) 77 пол. ниже которого цб опускать не будет.,FALSE,черт,другое
в яндекс можно позвонить на горячую линию,FALSE,яндекс,компании
"интересно завтра тинька уже не даст их продавать, сегодня дедлайн?",FALSE,тиньк,компании
"не видел, это яндекс скорее всего, совпадение",FALSE,яндекс,компании
"можно их фарм компании прикупить, байден решит проблему, это его вотчина",FALSE,байден,политика
"я за груди и попы!!! это лучше чем читать 1000 сообщений про ракеру от пророков или про звонки от трампа, путина и маска. даёшь сиськи!",FALSE,трамп,политика
"держим строй!!! 322 средняя, ждём))) уже веселее глядишь ещё байден что нибудь после инаугурации ляпнет про виэ и попрем)))",FALSE,байден,политика
тесла купила модерну,FALSE,тесла,компании
ну это смело со стороны тинька :),FALSE,тиньк,компании
"из приложения тинькофффуфуфел исчезнут, а так про депозитарий и суд товарищ spongerbobb прав??",FALSE,тиньк,компании
плохо думаете. победа байдена = взлёт доллара. как раз при деде все нормализуется.,FALSE,байден,политика
просто трамп чихнул на грефа,FALSE,трамп,политика
"не факт... трамп допустил распространение коронавируса, спасая экономику",FALSE,трамп,политика
у меня нет ее в портфеле?а очком могу только на твоё лицо приземлится?,TRUE,очко,другое
меня там забанили????? крутые трейдеры,FALSE,забан,другое
"а черт его знает, думаю ребята там определились с президентом а это новые экономические стимулы да и вакцина там вроде что-то испытывают успешно",FALSE,черт,другое
"там как раз в фильме moodys фигурировало . по поводу выводов по фильмам согласен, но ,видимо, из песни слов не выкинешь как и  рейтинги ,которые они давали мусорным ипотечным  облигам",FALSE,пес,другое
после таких дивов рухнет опять к чертям.,FALSE,черт,другое
забаньте его уже,FALSE,забан,другое
продолжение цикла роста. тесла в рост пошла на фоне 5 го отчета в прибыли,FALSE,тесла,компании
пока на яндексе развода нет. по этому теханализу,FALSE,яндекс,компании
можно вывести на чёрную карту тинька - на долларовый счет,FALSE,тиньк,компании
"че он там, держит еще свои инвест позиции? забанил меня везде уже. нельзя так инфу подавать зеленым, коим был раньше",FALSE,забан,другое
"за каким, черт подери насдаком? насдак отражает среднестатистическое поведение инвестора в бумагах, в него входящих",FALSE,черт,другое
"яндекс, газпром, полюс и золото сейчас опасны имхо",FALSE,яндекс,компании
как они ставят такие заявки? тинькоф не пропускает заявки с отклонением более 50% от текущей цены...,FALSE,тиньк,компании
рф не смотрю)) там мало логики и много инсайда) яндекс был исключением) в рублях инвестиции вообще идея не удачная имхо,FALSE,яндекс,компании
"я бы написал, но боюсь забанят ?",FALSE,забан,другое
переобуваться и есть самая лучшая черта трейдера!,FALSE,черт,другое
с возвращением из ссылки. за что забанили так надолго)?,FALSE,забан,другое
"нет, с мечиганом у байдена будут требуемые 270 выборщиков.",FALSE,байден,политика
"байден победит, у меня нет сомнений, фондовый рынок очень тяжело это перенесёт",FALSE,байден,политика
точно трамп побеждает ?,FALSE,трамп,политика
"а как упала, так баба не дала",FALSE,баба,сексизм
чёта два месяца буксует а алибаба стабильно верх идёт,FALSE,баба,сексизм
яндекс купил доллар?),FALSE,яндекс,компании
может яндекс зарешает. а так да. много неудобств с точки зрения трейдера именно.,FALSE,яндекс,компании
почему p/e станет выше..? после покупки упадёт рыночная капитализация яндекса или уменьшиться прибыль?,FALSE,яндекс,компании
да ты задрала в каждом сообщении спамить своей рекламой. забаньте уже это рекламное недоразумение...,FALSE,забан,другое
гап ползёт в верх рестораны тоже а эта тварь только мои деньги ждёт и сидит на месте,TRUE,тварь,другое
"не жопу, а очко?",TRUE,очко,другое
"нет, ну, если выйти в приложение банка тинькофф там тоже 0 на брокерском счету и они молчат. это может быть только одно-сняты деньги",FALSE,тиньк,компании
"я скорее про at&t говорил, но по поводу тесла - согласен",FALSE,тесла,компании
"зависть - грех) да мне как-то эдгар аллан по. тинькофф не ограничивает пульс только общением про рост и падение акций, ракеты, брюки, которые превращаются в идеальные шорты, банкротов и прочее.",FALSE,тиньк,компании
"байден резко против россии настроен, так что рынки это не должно сильно радовать + новое налогообложение компания",FALSE,байден,политика
"погода солнечная в москве, байден, но всей душой за трампа, пицца",FALSE,трамп,политика
трампу сейчас самое время писать про вакцины и гнать фарм компании в небеса,FALSE,трамп,политика
"считаю, что тинькофф мне должен за упущенную ввгоду",FALSE,тиньк,компании
тинькофф двигает цену на отс))),FALSE,тиньк,компании
"больше похоже на лохотрон, зачем тинькофф принимать оплату на paypal?",FALSE,тиньк,компании
https://fortrader.org/bitcoin-cryptocurrency/crypto-interesting/kriptovalyutnyj-zoopark.html/amp  ты просто блохастая собака,FALSE,собак,другое
"ребят, спасибо, отписали ответ на вопрос  ? на finviz крутой скринер. на английском ( псина ), но так даже понятнее )))",FALSE,псин,другое
бедненький... в гугле забанили... ?,FALSE,забан,другое
а дальше открой свой пк и посмотри как долго отрастала баба от значений в 260 до 300,FALSE,баба,сексизм
у нас пока авария не произойдет все тихо и мирно поделятся откупятся и т.д пока петух не клюнет в одно место не перекрестятся,FALSE,петух,сексизм
гля неугомонная )))) после теслы опять лезешь,FALSE,гомо,сексизм
"зная тиньков, максимум акцию бургера дадут",FALSE,тиньк,компании
спасибо ?всё  нашёл в очете...куплено по 13$.а у меня почему-то  по 14.88..буду дальше тинькофф мучить вопросами..,FALSE,тиньк,компании
"да ладно, ммм несколько раз перезапускался. люди несли бабки ещё раз, даже если в первый раз потеряли. надо только чтобы тесла расти начала и жажда лёгких денег сделает своё",FALSE,тесла,компании
"система это отдельная песня. в принципе, практически любые российские эмитенты это мусор, но это мусор особенный. )",FALSE,пес,другое
"купил на 25, ахах. я вообще дурак. у меня была средняя 20$. я знаю, что беру надолго. но какого черта спекульнул по 23. но как говорится опыт",FALSE,черт,другое
chk тоже не мелкая рыба была. компании выгодно бк это факт. а в период пандемии каждая собака списывает долги свои,FALSE,собак,другое
"очень странная ротация. думаю, cvs и табачка отрастут быстрее интела.  intc с большой вероятностью и в канал  40-42  уйдет , слишком тяжелый он для роста, ну и конкуренция давит.",FALSE,рот,другое
вот же ты  не понятный человек.  прошу забанить этого человека,FALSE,забан,другое
"а я пессимист, чуть упала цена и все, карауууул памагите",FALSE,пес,другое
"не то слово. а мася, собака такая, все растет",FALSE,собак,другое
"ахах, да, был прям мортально забанен :d вы мне не интересны, уходите)",FALSE,забан,другое
"собака сутулая, ты единственный в этом мире кто не понимает как движется эта бумага",TRUE,собак,другое
ждать. это глюк тинька. чуть позже появится,FALSE,тиньк,компании
"тесла, вы чо ещё не перешли к нам что ли?! быстрее давайте",FALSE,тесла,компании
"это не слияние, тинькофф будет отдельной компанией в собственности яндекса",FALSE,яндекс,компании
хотя ещё ваша любимая алибаба и её tmall (часть алиэкспресса со складами в рф) тоже очень бодро растут.,FALSE,баба,сексизм
"коллеги, за алибаба знаете чего? когда она в рост пойдет. и почему она на месте стоит. чего ждет???",FALSE,баба,сексизм
"патамушта игореша за володькой портфель носил, а вагит и минтимербабай нет, потому и роснефть лучше сейчас)",FALSE,баба,сексизм
когда уже срыный трамп уйдёт,FALSE,трамп,политика
обиженного трампа),FALSE,трамп,политика
хотя не я за трампа)) ???,FALSE,трамп,политика
"ахахаха, а что он ещё мог сказать? что ссыт по ночам и звонит путину о дележке очередной порции бюджетного пирога?",FALSE,путин,политика
"наверное потому, что трамп это обещал)",FALSE,трамп,политика
"wsj считает только те штаты, в которых голоса уже подсчитаны (полностью закрашенные квадратики). в оставшихся штатах, только в одном предварительно лидирует байден.",FALSE,байден,политика
"минус 200 , калит дико , но к минусу привык с нвидеа и с баба",FALSE,баба,сексизм
"да не знает артем, почему баба падает. почитай гороскоп: марс вошёл в созвездие тельца. все поэтому",FALSE,баба,сексизм
"спасибо друг, но вот в безоса не полезу, баба она же с...ка не стабильная??",FALSE,баба,сексизм
трамп вводит ограничения на рынок китая,FALSE,трамп,политика
где ж был путин когда с двухсот до 50 аэрофлот падал?,FALSE,путин,политика
"о, нет ! только не это ! только не байден !",FALSE,байден,политика
"геометрии, пару графиков дочертить надо",FALSE,черт,другое
"брокер - это посредник, а не мама с платочком для вытирания соплей. и уж тем более не альтруист, чтоб из своего кармана разницу в комисси оплачивать.",FALSE,очко,другое
"напишите ещё побольше одинаковых постов. да валерьяночкой залейте, полегчает от потери денег.",FALSE,очко,другое
щаз забанят мну за 1 слово забанили на 4 дня (((((((,FALSE,забан,другое
вот и я сейчас задумалась)) мож продать к чертям?)),FALSE,черт,другое
алибаба в итоге верх сегодня или низ?)),FALSE,баба,сексизм
"думаю баба откатилась, ща полетит вверх. будет 330+",FALSE,баба,сексизм
"да ладно угомонись, мы стараемся не о деньгах ...",FALSE,гомо,сексизм
но только к тем у кого сбера акций от 1000 чертей.,FALSE,черт,другое
забанить,FALSE,забан,другое
хуя ты черт,TRUE,черт,другое
"мля, да на аналитиков смотреть ? что растет - они повышают прогноз, что падает - снижают) всем насрать было на яндекс полгода и год назад, а сейчас дружно пихают рекомендации в лонг)",FALSE,яндекс,компании
"тесла хз когда поднимется до подобных высот, надолго застряли... яндекс отыграет, когда пройдёт сделка по слиянию с тиньковым. а яблоко полетит наверх на презентации.",FALSE,тесла,компании
яндекс это навязчивое говно которое я например удалил,TRUE,яндекс,компании
"нет, 30 штук для начала. ну усредняться же в ней придётся, уже проходили. у меня было 250 в первом заходе где эта тварь меня на 2 штуки в итоге нагрела",FALSE,тварь,другое
"ну, вышел ты с плюсом, как очком по жопе, а дальше что? куда вложится, если все ракеты уже улетели в космос?)",FALSE,очко,другое
сейчас ещё на очередное дно пойдём . до 95 . и до 60 сходим . становитесь в шорты и обваливайте нахрен рынок . к черту это все ? и будьте счастливы черт возьми . давите эти пузыри .,FALSE,черт,другое
угомонись,FALSE,гомо,сексизм
согласен. пакли бы ему также оттяпать петуху,FALSE,петух,сексизм
"ну баба вроде шустрая бумажка, китайцы не дадут ей скучать, а их ещё и много, если не сказать дохрена))))",FALSE,баба,сексизм
а вина тинькофф в том что мы вечером уже знали что спб продлила и с тех.поддержкой общались они твердили одно что последний день и все. а утром 21.11 написали мне что продлили,FALSE,тиньк,компании
"спасибо большое за информацию и да у меня уже есть две компании из выше указанных, но вопрос по поводу тесла , не на хайпе сейчас она растет ??? у меня лично сложилось такое ощущение.",FALSE,тесла,компании
а разве тесла натянут на $500? там же ещё больше акций продадут - писали в новостях. им нужны деньги на развитие и продажа на 5 млрд была только первой частью,FALSE,тесла,компании
"трамп лично позвонил , говорит и так проигрываю выборы , что делать , ну я ему и подсказал что делать )))",FALSE,трамп,политика
"трамп выиграл выборы, поэтому может и не взлететь.",FALSE,трамп,политика
трамп!,FALSE,трамп,политика
баба еще возьмет своё...,FALSE,баба,сексизм
"ну и радуйтесь этому молча, зачем как баба на базаре то людей говном поливаете! в карман никто ни к кому насильно не лезет!",TRUE,баба,сексизм
"колдуй баба, колдуй дед",FALSE,баба,сексизм
"технологи - какие к примеру? it сектор? тесла? вариант но рисковый, а золото оно надёжно, но мало прибыльно. я бы ставил на альтернативные источники энергии... есть идеи у кого?",FALSE,тесла,компании
"не оправдывайтесь, нет прощения. ) ай-яй-яй. ) перебор это по 100 постов в поддержку тесла. ) нравится людям, пусть. все к лучшему. )",FALSE,тесла,компании
"как думаете, тесла до 21 :00 падать будет ? сажусь в самолёт , думаю - зафиксировать или оставить ?",FALSE,тесла,компании
байден хочет восстановить добычу нефти в антарктиде  процесс уже запущен. трамп ведь запрет установил.,FALSE,трамп,политика
"а ничего что благодаря этим людям рынок и поднимается... трамп создал империю, а что сделали вы?!?! два месяца на бирже, зато высказывания... смешно.",FALSE,трамп,политика
посмотрите на путина в 2008) и на маска в 2018. россияне как акционеры теслы тоже должны уже купаться в деньгах на словах) а на деле,FALSE,путин,политика
василий алибабаевич... ну как так,FALSE,баба,сексизм
"чтоб тебе печально не было, за эту неделю алибаба мне 1000$ ушатала проклятая ( с305 в лонг до 260 улетела ))) так что нормуль всё у тебя",FALSE,баба,сексизм
"петух же, чужую информацию нагло воровать",TRUE,петух,сексизм
ошибка в продаже амазон и алибаба. эти компании будут расти всегда. тем более продали на низах,FALSE,баба,сексизм
"хоспаде, угомонись уже, мамкин переводчик.",FALSE,гомо,сексизм
с бабами вечно все не  так :),FALSE,баба,сексизм
"слышал, что техи просядут при байдене, но при пандемии  они наоборот на коне, так что повлияет сильнее?",FALSE,байден,политика
"фургал признал после допросов, что он ехал в машине ефремова, травить навального",FALSE,навальн,политика
вы в   {$fslr} не будете заходить предвкушая побуду байдена?,FALSE,байден,политика
на этом тинька и держится на плаву??,FALSE,тиньк,компании
ну что опять как тесла вверх тебя нету,FALSE,тесла,компании
"яндекс, если боги будут снисходительны.",FALSE,яндекс,компании
трамп ещё почтовыми выборами не всеми воспользовался.,FALSE,трамп,политика
смотря что покупаешь. покупать акции курс которых зависит от настроения навального и чокнутого белорусского диктатора... ну я даже не знаю что может пойти не так.,FALSE,навальн,политика
байден,FALSE,байден,политика
я волнуюсь. конечно. так как брокер и депозитарий - это одно и тоже юридическое лицо - тинькофф.,FALSE,тиньк,компании
"обратно развернется, это же тесла, я покупал по 545, сидел усреднял, и выгел на 496?",FALSE,тесла,компании
наверное тиньков может дать яндексу кредит на покупку самого себя ! )),FALSE,яндекс,компании
из всех перечисленных только баба интересен,FALSE,баба,сексизм
"так мне и не надо через полгода, если бы я в сбере остался заработал бы в 2 раза больше чем сейчас убытки  от баба",FALSE,баба,сексизм
мдааа ... сколь же баба надо будет влить,FALSE,баба,сексизм
"хотелось бы верить, но я сомневаюсь что что-то получится у трампа изменить (",FALSE,трамп,политика
"он утрирует конечно, но за здоровье трампа и я переживаю :))",FALSE,трамп,политика
"по новостям показали какие указы он подписывает, маркером на пустом листе?. болезнь трампа это очередная липа в предвыборной гонке.",FALSE,трамп,политика
"ох и чертовски красивая же ты, аня! ?",FALSE,черт,другое
"уговорил чертяка, подпишусь )",FALSE,черт,другое
а почему отчёт хороший? поддержка от трампа не зависит. выборы ж,FALSE,трамп,политика
"трамп взял ключевые штаты - флорида, огайо, мичиган, пенсильвания....этого достоточно для полной победы.",FALSE,трамп,политика
"аналогичного мнения,- дивгэп, разделение компании ...  взрывного роста как у модерны не  видно после первого объявления и трампа, ожидаю несколько часов и сливаю до прихода янки",FALSE,трамп,политика
говорят байден в момо зарегистрировался,FALSE,байден,политика
трамп заходил в акции),FALSE,трамп,политика
"а если трамп проиграет выборы, все карты будут у демократов, тогда теху точно не поздоровится.",FALSE,трамп,политика
меня черт подбил шортануть на 4900,FALSE,черт,другое
черт рано мы соскочили оч рано...,FALSE,черт,другое
"нет , чел сам нарывался , обоих забанили",FALSE,забан,другое
"это ты на меня подписался, очкобол. смойся",TRUE,очко,другое
иди в очко д-б,TRUE,очко,другое
"да вы уже половину пульса забанили, лидер банов",FALSE,забан,другое
бкс лучше тинька??,FALSE,тиньк,компании
тинькофф лучше,FALSE,тиньк,компании
конченный тиньков людей кидают ублюдосы.это дно.,TRUE,тиньк,компании
"представьте, что будет, когда баба вверх пойдёт...",FALSE,баба,сексизм
"в начале лета вроде была уже история с делистингом, тогда баба в районе 200 бултыхалась и все так же ссали от страха. через 3 месяца её разбирали по 300 как горячие пирожки.",FALSE,баба,сексизм
"а как говорил мой бабай: «бабай, деньги давай!»)",FALSE,баба,сексизм
яндекс планирует купить тинькофф групп,FALSE,яндекс,компании
я думаю нужно создать конал и всем нам написать письмо в тинькофф о просьбе рассмотреть и изменить тариф для всех,FALSE,тиньк,компании
"в тинькофф просто мониторю акцию, а купил вообще через сбер, а чем уже не раз пожалел",FALSE,тиньк,компании
неважно кто выйграет трамп или байден главное чтобы трамп,FALSE,трамп,политика
"акции марихуанщиков нужно похоже начинать покупать по тихоньку, байден вроде положительно к ним относится, легалайз ещё в трёх штатах ввести хотел.",FALSE,байден,политика
путин: индия и китай могут начать производство российской вакцины sputnik v - риа ( доверять таким источникам .. даже если что то и есть подобное кто вкалывать будет? ),FALSE,путин,политика
"либо он платный, либо я там забанен (за обличение админов в мошенничестве и копипасте).",FALSE,забан,другое
"ну просто матом ругаться не надо было этому человеку, а чего ты остальных то ждешь, если они ничего не нарушали. не льсти себе, его забанили не за то, что посмел с тобой не согласиться",FALSE,забан,другое
у байдена спроси!,FALSE,байден,политика
навальный уксусом отравился что ли?,FALSE,навальн,политика
индексы растут от трампа...байден хотел налоги поднять,FALSE,трамп,политика
это чертила наоборот докупил),TRUE,черт,другое
набрать в рот говна и ждать!,TRUE,рот,другое
ничерта не упадёт сегодня. не пробила вчерашний минимум,FALSE,черт,другое
имхо это (отрастет баба) вопрос времени.,FALSE,баба,сексизм
"солнце, там алибаба хорошо просела, зайди глянь , может заинтересует ?",FALSE,баба,сексизм
извините за глупый вопрос.... на почему баба банкрот с остальным согласен.... но у бабы отличные отчёты и прогнозы,FALSE,баба,сексизм
"государству да, оно по словам пескова, захеджировалось))) а вот населению...",FALSE,пес,другое
"две трещины в стопе. после игры с собакой, как пишут некоторые сми.",FALSE,собак,другое
ты попутал псина?))) давай завтра на каннуникова. моей бабой будешь ты!,TRUE,псин,другое
должен хлопнуть пузырь. в ближайшее время сделает бабах)))) профи-шортисты будут ликовать!!!!,FALSE,баба,сексизм
папа может  - баба не хочет,FALSE,баба,сексизм
"как настоящая современная баба, не готовит, не убирает, е...т только мозги, а деньги высасывает))",TRUE,баба,сексизм
а знаете почему? потому что покупали! а сейчас где покупатели? новость пустили яндекс дорог,FALSE,яндекс,компании
интересно что тинькофф и пульс скажет на счёт авторских прав на контент. так размещать их отчёты могут многие и не только в пульсе. проясните @e953fa0b-ecf9-4dfa-8432-659d9054472e,FALSE,тиньк,компании
тиньк,FALSE,тиньк,компании
"конечно путину не нужно быть экономистом . ему нужно быть управленцем и набирать в окружение профессионалов, а не друзей и их жён, с которых потом не спросить и не уволить",FALSE,путин,политика
"трампенко ? как минимум, потому что близок по духу мне он.",FALSE,трамп,политика
"я думаю, если выиграет трамп, то нефтянка нормально отскочит, не до этих самых уровней. даже в пульсе давно уже кошмарят, что с байденом нефтяникам кабзец.",FALSE,трамп,политика
трампа! у байдена отобрали 20 голосов,FALSE,трамп,политика
к 15 после выступления трампа,FALSE,трамп,политика
станислав трамп сказал нет,FALSE,трамп,политика
"он опроверг не сделку, а факт покупки яндексом тинькова",FALSE,яндекс,компании
вчера баг в тиньке был. хотя и сегодня  не лучше.   $rig примерно так и поднимался за счёт спикулянтов,FALSE,тиньк,компании
"музыкальный/подкаст стриминг, аналог эппл мьюзик, яндекс мьюзик и т.д.",FALSE,яндекс,компании
"аа.. понятно! у меня очень много акций... тесла минус 200$, микро фокус минус 230$))) и еще штук 15 других)",FALSE,тесла,компании
будущее какое у нее? все платежи уходят в экосистемы сбера или тинькова,FALSE,тиньк,компании
а вы в шорте по тесла??,FALSE,тесла,компании
"меня больше второй устроит) уже нервничаю на этих качелях?ни туда ни сюда. на пару недель забить - точно подрастёт, а тут такая тягомотина происходит, сидишь и ждешьну! или туда уже или сюда",FALSE,гомо,сексизм
не весь! я вот думаю как бы алибаба поскорее подросла и скинуть ее поскорее?,FALSE,баба,сексизм
алибаба ??вверх,FALSE,баба,сексизм
"для меня странно читать то, что вы пишете. я выразил усталость от наблюдения за этой тягомотиной и только. что ж, похоже, вы тоже устали.",FALSE,гомо,сексизм
а алиэкспресс и алибаба это ж разное?,FALSE,баба,сексизм
"здрасти, что с алибаба делать? сегодня упадёт я думаю ваше мнение важно, спасибо",FALSE,баба,сексизм
огоо!!! майкрософт вообще ?поздравляю!!! ??? давно являетесь клиентом тинькова?,FALSE,тиньк,компании
"терпение и труд - всё перетрут! подскажите пожалуйста, чем-то ещё пользуетесь кроме терминала тинькофф? и заявки кнопкой или мышкой выставляете?",FALSE,тиньк,компании
"большая часть портфеля тесла, попахивает не минимумом спекулятивных сделок?",FALSE,тесла,компании
самое главное лукашенко знает кто трамп. ?,FALSE,трамп,политика
байден победил уже окончательно?,FALSE,байден,политика
путин на валдае дал установку.,FALSE,путин,политика
"кукарекает твой отец, перебивая твои кукареки. семейство петухов с - 96%  мне не интересно. тяфкай дальше и иди в игнор. благо такая функция появилась.",TRUE,петух,сексизм
"если бы алибаба была американской компанией, то стоила бы 1000$, а так могут до 100$ опустить(",FALSE,баба,сексизм
петух,TRUE,петух,сексизм
"главное, не переоцени трампа?",FALSE,трамп,политика
трамп что-ли умер? что упала то так,FALSE,трамп,политика
трамп ракету пустил,FALSE,трамп,политика
яблочко на какой отметке ждете?120-125?,FALSE,очко,другое
в гугле забанили ? https://finance.yahoo.com/quote/t?p=t&.tsrc=fin-srch,FALSE,забан,другое
"я тебя умоляю...маленько с очковал что ли? давай, признавайся!)",FALSE,очко,другое
"ну тогда вставайте в шорт на все деньги, зачем языком молотить просто так. если вы провидец и видите, что будет, то вперёд и с песней)",FALSE,пес,другое
никому этот ваш яндекс не нужен),FALSE,яндекс,компании
тинькофф не стоит доверять,FALSE,тиньк,компании
а для начала можно курс от тинькоф по инвестициям. есть и программа для телефона и сайт в интернете.,FALSE,тиньк,компании
"так, значит ради 200 баксов я теперь голосую против рубля и трампа. чота аж стыдно.",FALSE,трамп,политика
"да трампу набрал, сказал чтобы написал что-то плохое в твитере)",FALSE,трамп,политика
"самое интересное, зачем это трампу? основной электорат не интересуется рынком и явно не из-за новых хаев пойдет за него голосовать, учитывая что в принципе при жопе в экономике рынок на хаях",FALSE,трамп,политика
а ничо что выборы через 3 недели и байден фаворит? а еще тут москву могут скоро закрыть на самоизоляцию.,FALSE,байден,политика
расскажи это трампу) он собственно так кресло и взял 4г назад,FALSE,трамп,политика
трамп денег не дает,FALSE,трамп,политика
прям как яндекс go почти...,FALSE,яндекс,компании
